datetime,Global_active_power,Sub_metering_1,Sub_metering_2,Sub_metering_3,tempC,humidity,windspeedKmph,weekday,time
2008-08-03 13:00:00,0.3152,0.0,0.029,0.101,21,83,17,1,14
2008-08-03 14:00:00,0.21333334,0.0,0.029,0.038,22,82,19,1,15
2008-08-03 15:00:00,0.27573332,0.0,0.0,0.099,22,81,19,1,16
2008-08-03 16:00:00,0.28876665,0.0,0.03,0.097,22,81,18,1,17
2008-08-03 17:00:00,0.28846666,0.0,0.029,0.101,22,80,18,1,18
2008-08-03 18:00:00,0.29683334,0.0,0.0139999995,0.101,21,84,19,1,19
2008-08-03 19:00:00,0.20103334,0.0,0.015,0.038,20,89,20,1,20
2008-08-03 20:00:00,0.81156665,0.0,0.03,0.602,19,93,21,1,21
2008-08-03 21:00:00,0.7104667,0.0,0.027999999,0.523,19,93,19,1,22
2008-08-03 22:00:00,0.2654,0.0,0.0009999999,0.103,18,94,17,1,23
2008-08-03 23:00:00,0.30546665,0.0,0.03,0.1,18,94,15,0,0
2008-08-04 00:00:00,0.22586668,0.0,0.029,0.039,18,94,17,0,1
2008-08-04 01:00:00,0.2751,0.0,0.009,0.095,18,95,18,0,2
2008-08-04 02:00:00,0.2849,0.0,0.021,0.102,18,96,19,0,3
2008-08-04 03:00:00,0.29116666,0.0,0.03,0.098,17,95,18,0,4
2008-08-04 04:00:00,0.2881,0.0,0.021,0.097,17,94,16,0,5
2008-08-04 05:00:00,0.25836667,0.0,0.007999999,0.093,17,94,14,0,6
2008-08-04 06:00:00,0.23333333,0.0,0.029,0.039,18,87,14,0,7
2008-08-04 07:00:00,0.31643334,0.0,0.03,0.099,19,81,13,0,8
2008-08-04 08:00:00,0.52103335,0.0,0.0,0.367,19,75,13,0,9
2008-08-04 09:00:00,0.96176666,0.0,0.029,0.754,20,68,13,0,10
2008-08-04 10:00:00,0.2332,0.0,0.029,0.044999998,22,61,14,0,11
2008-08-04 11:00:00,0.26623333,0.0,0.012,0.093,23,54,14,0,12
2008-08-04 12:00:00,0.28496668,0.0,0.018,0.096,23,51,13,0,13
2008-08-04 13:00:00,0.27736667,0.0,0.029,0.095,24,49,13,0,14
2008-08-04 14:00:00,0.3045,0.0,0.024,0.096,24,46,13,0,15
2008-08-04 15:00:00,0.2006,0.0,0.005,0.039,23,51,11,0,16
2008-08-04 16:00:00,0.3663,0.0,0.03,0.095,22,56,9,0,17
2008-08-04 17:00:00,1.0585,0.0,0.528,0.098,21,61,7,0,18
2008-08-04 18:00:00,2.1712,0.0,1.603,0.1,20,64,8,0,19
2008-08-04 19:00:00,2.5660667,0.0,1.128,0.816,18,67,9,0,20
2008-08-04 20:00:00,1.5968,0.596,0.05,0.30200002,17,70,10,0,21
2008-08-04 21:00:00,2.3083668,0.0,0.983,0.058,16,73,8,0,22
2008-08-04 22:00:00,1.7391334,0.0,0.026999999,0.101,16,76,7,0,23
2008-08-04 23:00:00,1.7395333,0.0,0.005,0.59400004,15,79,5,0,0
2008-08-05 00:00:00,1.1325333,0.0,0.03,0.324,15,81,5,0,1
2008-08-05 01:00:00,0.37060001,0.0,0.03,0.098,14,83,5,0,2
2008-08-05 02:00:00,0.31873333,0.0,0.018,0.094,14,85,4,0,3
2008-08-05 03:00:00,0.2994,0.0,0.012,0.095,15,81,4,0,4
2008-08-05 04:00:00,0.31146666,0.0,0.029,0.094,16,78,3,0,5
2008-08-05 05:00:00,0.279,0.0,0.029,0.039,17,74,3,0,6
2008-08-05 06:00:00,0.29146665,0.0,0.0,0.092,18,68,4,0,7
2008-08-05 07:00:00,1.4778666,0.0,0.031999998,0.77900004,20,61,5,0,8
2008-08-05 08:00:00,1.9247333,0.147,0.029,1.164,22,55,7,0,9
2008-08-05 09:00:00,1.9046667,0.488,0.012,1.144,23,53,8,0,10
2008-08-05 10:00:00,1.3082334,0.0,0.016999999,1.1,25,51,9,0,11
2008-08-05 11:00:00,1.326,0.0,0.029,1.047,26,48,9,0,12
2008-08-05 12:00:00,0.2853,0.0,0.025999999,0.101,27,47,9,0,13
2008-08-05 13:00:00,0.2859,0.0,0.0039999997,0.096,27,46,9,0,14
2008-08-05 14:00:00,0.3299,0.0,0.029,0.098,28,44,9,0,15
2008-08-05 15:00:00,0.16603333,0.0,0.03,0.039,27,49,9,0,16
2008-08-05 16:00:00,0.22193334,0.0,0.0069999998,0.101,26,55,8,0,17
2008-08-05 17:00:00,0.23603334,0.0,0.023,0.095,25,60,8,0,18
2008-08-05 18:00:00,0.22803333,0.0,0.03,0.092,24,66,7,0,19
2008-08-05 19:00:00,0.2423,0.0,0.022,0.097,24,72,6,0,20
2008-08-05 20:00:00,0.21363333,0.0,0.007999999,0.097,23,79,5,0,21
2008-08-05 21:00:00,0.24003333,0.0,0.03,0.08,22,80,6,0,22
2008-08-05 22:00:00,0.1843,0.0,0.029,0.057,22,81,7,0,23
2008-08-05 23:00:00,0.2072,0.0,0.0039999997,0.095,21,82,8,0,0
2008-08-06 00:00:00,0.22816667,0.0,0.025999999,0.094,20,84,8,0,1
2008-08-06 01:00:00,0.25686666,0.0,0.03,0.101,20,87,7,0,2
2008-08-06 02:00:00,0.22056666,0.0,0.019,0.096,19,90,7,0,3
2008-08-06 03:00:00,0.205,0.0,0.011,0.096,19,86,6,0,4
2008-08-06 04:00:00,0.24603334,0.0,0.029,0.097,20,82,6,0,5
2008-08-06 05:00:00,0.2431,0.0,0.03,0.103,20,78,5,0,6
2008-08-06 06:00:00,0.18943334,0.0,0.0,0.076,22,71,6,0,7
2008-08-06 07:00:00,0.18986666,0.0,0.029,0.061,24,64,7,0,8
2008-08-06 08:00:00,0.24663334,0.0,0.029,0.1,25,56,8,0,9
2008-08-06 09:00:00,0.23036666,0.0,0.012999999,0.096,27,51,8,0,10
2008-08-06 10:00:00,0.21403334,0.0,0.015999999,0.095,28,47,8,0,11
2008-08-06 11:00:00,0.2317,0.0,0.03,0.097,29,42,8,0,12
2008-08-06 12:00:00,0.23336667,0.0,0.027999999,0.098,30,41,9,0,13
2008-08-06 13:00:00,0.20596667,0.0,0.0019999999,0.075,30,39,10,0,14
2008-08-06 14:00:00,0.19506666,0.0,0.031,0.067999996,31,38,11,0,15
2008-08-06 15:00:00,0.23983334,0.0,0.03,0.1,30,43,9,0,16
2008-08-06 16:00:00,0.21856667,0.0,0.009,0.1,29,49,7,0,17
2008-08-06 17:00:00,0.24636666,0.0,0.021,0.098,28,54,6,0,18
2008-08-06 18:00:00,0.25173333,0.0,0.031,0.104,26,55,7,0,19
2008-08-06 19:00:00,0.23993333,0.0,0.024,0.104,25,57,9,0,20
2008-08-06 20:00:00,0.22013333,0.0,0.0069999998,0.107,24,58,10,0,21
2008-08-06 21:00:00,0.24653333,0.0,0.031,0.085,24,63,9,0,22
2008-08-06 22:00:00,0.21366666,0.0,0.031,0.060999997,23,67,8,0,23
2008-08-06 23:00:00,0.22226667,0.0,0.006,0.103,22,72,7,0,0
2008-08-07 00:00:00,0.22766666,0.0,0.024999999,0.102,21,78,9,0,1
2008-08-07 01:00:00,0.25826666,0.0,0.031,0.106,21,84,10,0,2
2008-08-07 02:00:00,0.2417,0.0,0.022,0.100999996,20,90,12,0,3
2008-08-07 03:00:00,0.24226667,0.0,0.009,0.106,19,92,10,0,4
2008-08-07 04:00:00,0.23623334,0.0,0.031,0.105,19,95,9,0,5
2008-08-07 05:00:00,0.2514,0.0,0.03,0.108,19,97,7,0,6
2008-08-07 06:00:00,0.21773334,0.0,0.003,0.102,19,95,10,0,7
2008-08-07 07:00:00,0.26086667,0.0,0.027999999,0.104,19,93,12,0,8
2008-08-07 08:00:00,0.24073334,0.0,0.031,0.107,19,90,15,0,9
2008-08-07 09:00:00,0.2341,0.0,0.018,0.104,21,78,15,0,10
2008-08-07 10:00:00,0.21993333,0.0,0.012,0.104,23,66,15,0,11
2008-08-07 11:00:00,0.26646668,0.0,0.03,0.108,24,54,14,0,12
2008-08-07 12:00:00,0.17826667,0.0,0.03,0.038,24,57,17,0,13
2008-08-07 13:00:00,0.21813333,0.0,0.0009999999,0.106,24,60,19,0,14
2008-08-07 14:00:00,0.22656667,0.0,0.03,0.101,23,63,21,0,15
2008-08-07 15:00:00,0.2559,0.0,0.03,0.102,22,65,17,0,16
2008-08-07 16:00:00,0.23376667,0.0,0.016999999,0.104,22,68,13,0,17
2008-08-07 17:00:00,0.23626667,0.0,0.012999999,0.105,21,70,9,0,18
2008-08-07 18:00:00,0.2306,0.0,0.03,0.103,20,76,10,0,19
2008-08-07 19:00:00,0.18863334,0.0,0.031,0.04,18,81,12,0,20
2008-08-07 20:00:00,0.21903333,0.0,0.0,0.102,17,87,14,0,21
2008-08-07 21:00:00,0.25236666,0.0,0.03,0.100999996,16,89,12,0,22
2008-08-07 22:00:00,0.22716667,0.0,0.03,0.098,16,91,11,0,23
2008-08-07 23:00:00,0.21733333,0.0,0.0139999995,0.1,16,93,9,0,0
2008-08-08 00:00:00,0.2357,0.0,0.015,0.1,16,93,12,0,1
2008-08-08 01:00:00,0.24273333,0.0,0.03,0.098,16,94,15,0,2
2008-08-08 02:00:00,0.17423333,0.0,0.027999999,0.039,16,94,18,0,3
2008-08-08 03:00:00,0.19556667,0.0,0.0019999999,0.103,16,94,17,0,4
2008-08-08 04:00:00,0.24886666,0.0,0.029,0.099,16,93,16,0,5
2008-08-08 05:00:00,0.24273333,0.0,0.03,0.104,16,92,14,0,6
2008-08-08 06:00:00,0.1821,0.0,0.005,0.067999996,16,91,15,0,7
2008-08-08 07:00:00,0.19073333,0.0,0.024,0.067999996,16,89,17,0,8
2008-08-08 08:00:00,0.24116667,0.0,0.03,0.099,16,88,18,0,9
2008-08-08 09:00:00,0.23553333,0.0,0.016999999,0.098,17,82,18,0,10
2008-08-08 10:00:00,0.17756666,0.0,0.012,0.074,18,77,18,0,11
2008-08-08 11:00:00,0.19006667,0.0,0.027999999,0.06,20,72,19,0,12
2008-08-08 12:00:00,0.23073334,0.0,0.029,0.094,20,69,19,0,13
2008-08-08 13:00:00,0.21023333,0.0,0.0,0.093,21,66,20,0,14
2008-08-08 14:00:00,0.2159,0.0,0.027999999,0.093,21,63,20,0,15
2008-08-08 15:00:00,0.16773334,0.0,0.029,0.039,21,66,19,0,16
2008-08-08 16:00:00,0.22476667,0.0,0.007999999,0.097,20,69,17,0,17
2008-08-08 17:00:00,0.2249,0.0,0.021,0.097,19,72,15,0,18
2008-08-08 18:00:00,0.2245,0.0,0.029,0.094000004,18,78,13,0,19
2008-08-08 19:00:00,0.15346667,0.0,0.02,0.04,17,84,11,0,20
2008-08-08 20:00:00,0.2302,0.0,0.009,0.094000004,16,90,9,0,21
2008-08-08 21:00:00,0.22756667,0.0,0.029,0.094,15,93,10,0,22
2008-08-08 22:00:00,0.19953333,0.0,0.029,0.075,15,95,11,0,23
2008-08-08 23:00:00,0.17013334,0.0,0.0,0.06,14,97,12,1,0
2008-08-09 00:00:00,0.23436667,0.0,0.027999999,0.098,14,98,10,1,1
2008-08-09 01:00:00,0.22703333,0.0,0.029,0.096,13,98,9,1,2
2008-08-09 02:00:00,0.1369,0.0,0.006,0.039,13,99,8,1,3
2008-08-09 03:00:00,0.22626667,0.0,0.023,0.091,13,97,7,1,4
2008-08-09 04:00:00,0.235,0.0,0.029,0.091,13,96,6,1,5
2008-08-09 05:00:00,0.19633333,0.0,0.0139999995,0.094000004,13,94,5,1,6
2008-08-09 06:00:00,0.157,0.0,0.0139999995,0.04,15,84,7,1,7
2008-08-09 07:00:00,0.23043333,0.0,0.029,0.092,18,73,9,1,8
2008-08-09 08:00:00,0.218,0.0,0.022,0.091,20,63,12,1,9
2008-08-09 09:00:00,0.1427,0.0,0.006,0.039,21,58,12,1,10
2008-08-09 10:00:00,0.2213,0.0,0.029,0.089,22,53,13,1,11
2008-08-09 11:00:00,0.233,0.0,0.027999999,0.09,23,49,13,1,12
2008-08-09 12:00:00,0.1458,0.0,0.0009999999,0.058,23,49,13,1,13
2008-08-09 13:00:00,0.20006667,0.0,0.029,0.07,24,49,13,1,14
2008-08-09 14:00:00,0.27673334,0.0,0.029,0.097,24,49,13,1,15
2008-08-09 15:00:00,1.2445667,0.0,0.0,0.091,23,53,11,1,16
2008-08-09 16:00:00,0.1661,0.0,0.027999999,0.04,23,58,10,1,17
2008-08-09 17:00:00,0.24076667,0.0,0.029,0.095,22,63,8,1,18
2008-08-09 18:00:00,0.21343334,0.0,0.007999999,0.091,21,65,9,1,19
2008-08-09 19:00:00,0.209,0.0,0.021,0.092,20,68,11,1,20
2008-08-09 20:00:00,0.17323333,0.0,0.029,0.04,19,70,12,1,21
2008-08-09 21:00:00,0.21293333,0.0,0.016999999,0.092,19,72,10,1,22
2008-08-09 22:00:00,0.22696666,0.0,0.012,0.094000004,18,73,9,1,23
2008-08-09 23:00:00,0.21413334,0.0,0.029,0.092,17,75,7,1,0
2008-08-10 00:00:00,0.21943334,0.0,0.024,0.097,17,74,10,1,1
2008-08-10 01:00:00,0.15496667,0.0,0.005,0.039,17,73,13,1,2
2008-08-10 02:00:00,0.2331,0.0,0.03,0.092,16,72,16,1,3
2008-08-10 03:00:00,0.22596666,0.0,0.029,0.091,16,75,15,1,4
2008-08-10 04:00:00,0.18246667,0.0,0.0,0.093,15,79,13,1,5
2008-08-10 05:00:00,0.19,0.0,0.029,0.049,15,82,11,1,6
2008-08-10 06:00:00,0.2236,0.0,0.027999999,0.083000004,16,80,13,1,7
2008-08-10 07:00:00,0.1974,0.0,0.0009999999,0.091,16,79,15,1,8
2008-08-10 08:00:00,0.21923333,0.0,0.027999999,0.094000004,17,77,17,1,9
2008-08-10 09:00:00,0.21700001,0.0,0.029,0.092,19,73,15,1,10
2008-08-10 10:00:00,0.16643333,0.0,0.0069999998,0.039,20,68,14,1,11
2008-08-10 11:00:00,0.212,0.0,0.021,0.095,22,64,12,1,12
2008-08-10 12:00:00,0.22403334,0.0,0.029,0.095,22,66,14,1,13
2008-08-10 13:00:00,0.1465,0.0,0.015,0.039,21,68,15,1,14
2008-08-10 14:00:00,0.2207,0.0,0.0139999995,0.09,21,70,17,1,15
2008-08-10 15:00:00,0.2313,0.0,0.029,0.095,21,70,15,1,16
2008-08-10 16:00:00,0.20753333,0.0,0.021,0.092,21,71,13,1,17
2008-08-10 17:00:00,0.14756666,0.0,0.007999999,0.039,21,71,12,1,18
2008-08-10 18:00:00,0.3005,0.0,0.029,0.092,20,72,11,1,19
2008-08-10 19:00:00,0.4147,0.0,0.026999999,0.087,19,74,11,1,20
2008-08-10 20:00:00,0.36773333,0.0,0.0019999999,0.092,19,75,10,1,21
2008-08-10 21:00:00,0.35256666,0.0,0.029,0.038,19,77,8,1,22
2008-08-10 22:00:00,0.41846666,0.0,0.03,0.096,19,79,6,1,23
2008-08-10 23:00:00,0.394,0.0,0.0,0.095,19,81,4,0,0
2008-08-11 00:00:00,0.40353334,0.0,0.027999999,0.091,17,84,5,0,1
2008-08-11 01:00:00,0.34723333,0.0,0.029,0.039,15,88,7,0,2
2008-08-11 02:00:00,0.39720002,0.0,0.005,0.092,13,92,8,0,3
2008-08-11 03:00:00,0.41476667,0.0,0.024,0.096,13,91,7,0,4
2008-08-11 04:00:00,0.41526666,0.0,0.029,0.094000004,13,90,5,0,5
2008-08-11 05:00:00,0.32853335,0.0,0.011,0.04,13,89,4,0,6
2008-08-11 06:00:00,0.39856666,0.0,0.018,0.089,15,80,4,0,7
2008-08-11 07:00:00,0.29,0.0,0.029,0.091,17,71,5,0,8
2008-08-11 08:00:00,0.20376667,0.0,0.015999999,0.086,20,62,5,0,9
2008-08-11 09:00:00,0.15136667,0.0,0.012,0.04,20,58,6,0,10
2008-08-11 10:00:00,0.21046667,0.0,0.029,0.091,21,54,7,0,11
2008-08-11 11:00:00,0.2279,0.0,0.02,0.09,22,50,8,0,12
2008-08-11 12:00:00,0.1762,0.0,0.009,0.074,22,50,8,0,13
2008-08-11 13:00:00,0.18353334,0.0,0.029,0.054,22,50,9,0,14
2008-08-11 14:00:00,0.2077,0.0,0.024999999,0.089,22,50,10,0,15
2008-08-11 15:00:00,0.21386667,0.0,0.0039999997,0.094000004,22,54,8,0,16
2008-08-11 16:00:00,0.17643334,0.0,0.027999999,0.039,21,58,6,0,17
2008-08-11 17:00:00,0.21376666,0.0,0.029,0.091,20,63,3,0,18
2008-08-11 18:00:00,0.19276667,0.0,0.0,0.093,19,64,5,0,19
2008-08-11 19:00:00,0.23666666,0.0,0.029,0.096,19,65,7,0,20
2008-08-11 20:00:00,0.18673334,0.0,0.029,0.04,18,66,9,0,21
2008-08-11 21:00:00,0.17843333,0.0,0.0,0.091,17,70,10,0,22
2008-08-11 22:00:00,0.22033334,0.0,0.027999999,0.091,17,73,11,0,23
2008-08-11 23:00:00,0.22356667,0.0,0.029,0.089,16,77,12,0,0
2008-08-12 00:00:00,0.1584,0.0,0.005,0.039,16,83,15,0,1
2008-08-12 01:00:00,0.21656667,0.0,0.024,0.093,16,90,18,0,2
2008-08-12 02:00:00,0.21413334,0.0,0.029,0.094000004,16,96,22,0,3
2008-08-12 03:00:00,0.2036,0.0,0.01,0.088,16,94,25,0,4
2008-08-12 04:00:00,0.17643334,0.0,0.019,0.05,17,93,28,0,5
2008-08-12 05:00:00,0.22163333,0.0,0.029,0.082,18,91,32,0,6
2008-08-12 06:00:00,0.1955,0.0,0.0139999995,0.093,18,89,29,0,7
2008-08-12 07:00:00,0.21446666,0.0,0.015,0.094000004,18,87,26,0,8
2008-08-12 08:00:00,0.17443334,0.0,0.029,0.039,18,85,23,0,9
2008-08-12 09:00:00,0.22486667,0.0,0.018,0.091,19,75,23,0,10
2008-08-12 10:00:00,0.19093333,0.0,0.01,0.087000005,21,65,22,0,11
2008-08-12 11:00:00,0.2134,0.0,0.029,0.092,22,55,21,0,12
2008-08-12 12:00:00,0.171,0.0,0.023,0.039,22,51,23,0,13
2008-08-12 13:00:00,0.2032,0.0,0.006,0.093,22,48,25,0,14
2008-08-12 14:00:00,0.2326,0.0,0.029,0.096,23,44,27,0,15
2008-08-12 15:00:00,0.1562,0.0,0.027999999,0.04,22,49,25,0,16
2008-08-12 16:00:00,0.19603333,0.0,0.0,0.096,20,53,22,0,17
2008-08-12 17:00:00,0.23056667,0.0,0.029,0.089,19,57,20,0,18
2008-08-12 18:00:00,0.21756667,0.0,0.029,0.075,18,62,20,0,19
2008-08-12 19:00:00,0.1524,0.0,0.0,0.055,17,67,20,0,20
2008-08-12 20:00:00,0.24486667,0.0,0.029,0.094000004,16,72,21,0,21
2008-08-12 21:00:00,0.22873333,0.0,0.029,0.091,16,73,18,0,22
2008-08-12 22:00:00,0.14563334,0.0,0.0,0.039,15,74,16,0,23
2008-08-12 23:00:00,0.23323333,0.0,0.029,0.095,15,75,14,0,0
2008-08-13 00:00:00,0.21446666,0.0,0.029,0.092,15,76,17,0,1
2008-08-13 01:00:00,0.19066666,0.0,0.0009999999,0.093,15,76,20,0,2
2008-08-13 02:00:00,0.1855,0.0,0.026999999,0.039,15,77,23,0,3
2008-08-13 03:00:00,0.2226,0.0,0.029,0.092,15,76,23,0,4
2008-08-13 04:00:00,0.19473334,0.0,0.005,0.088,15,76,23,0,5
2008-08-13 05:00:00,0.1502,0.0,0.023,0.039,15,75,23,0,6
2008-08-13 06:00:00,0.23406667,0.0,0.027999999,0.094000004,16,70,26,0,7
2008-08-13 07:00:00,0.22256666,0.0,0.011,0.09,17,64,28,0,8
2008-08-13 08:00:00,0.15066667,0.0,0.016999999,0.04,18,59,30,0,9
2008-08-13 09:00:00,0.21916667,0.0,0.027999999,0.093,19,55,27,0,10
2008-08-13 10:00:00,0.19946666,0.0,0.012999999,0.092,20,51,23,0,11
2008-08-13 11:00:00,0.16983333,0.0,0.015999999,0.039,21,48,20,0,12
2008-08-13 12:00:00,0.21703333,0.0,0.027999999,0.094000004,21,49,22,0,13
2008-08-13 13:00:00,0.1524,0.0,0.0139999995,0.04,20,51,23,0,14
2008-08-13 14:00:00,0.2018,0.0,0.0139999995,0.09,20,53,25,0,15
2008-08-13 15:00:00,0.2314,0.0,0.027999999,0.094000004,19,54,21,0,16
2008-08-13 16:00:00,0.167,0.0,0.018,0.039,19,55,17,0,17
2008-08-13 17:00:00,0.1863,0.0,0.01,0.09,19,56,13,0,18
2008-08-13 18:00:00,0.22156666,0.0,0.027999999,0.094,18,59,13,0,19
2008-08-13 19:00:00,0.1753,0.0,0.022,0.04,17,63,12,0,20
2008-08-13 20:00:00,0.22230001,0.0,0.006,0.093,16,66,12,0,21
2008-08-13 21:00:00,0.17063333,0.0,0.027999999,0.042999998,16,68,10,0,22
2008-08-13 22:00:00,0.2055,0.0,0.025999999,0.091,15,71,8,0,23
2008-08-13 23:00:00,0.20456667,0.0,0.0019999999,0.09,15,73,7,0,0
2008-08-14 00:00:00,0.17673333,0.0,0.027999999,0.04,14,75,8,0,1
2008-08-14 01:00:00,0.2194,0.0,0.027999999,0.093,13,78,9,0,2
2008-08-14 02:00:00,0.18806666,0.0,0.0,0.091,13,80,11,0,3
2008-08-14 03:00:00,0.16483334,0.0,0.027999999,0.039,13,81,10,0,4
2008-08-14 04:00:00,0.2377,0.0,0.026999999,0.092,12,82,9,0,5
2008-08-14 05:00:00,0.13046667,0.0,0.0,0.039,12,82,8,0,6
2008-08-14 06:00:00,0.21386667,0.0,0.027999999,0.09,14,74,8,0,7
2008-08-14 07:00:00,0.22883333,0.0,0.026999999,0.091,16,65,9,0,8
2008-08-14 08:00:00,0.14456667,0.0,0.0,0.04,18,57,9,0,9
2008-08-14 09:00:00,0.22526667,0.0,0.026999999,0.093,19,53,9,0,10
2008-08-14 10:00:00,0.1513,0.0,0.027999999,0.039,20,49,8,0,11
2008-08-14 11:00:00,0.1868,0.0,0.0,0.089,21,46,7,0,12
2008-08-14 12:00:00,0.1786,0.0,0.026999999,0.04,21,45,8,0,13
2008-08-14 13:00:00,0.2116,0.0,0.026999999,0.085,21,45,9,0,14
2008-08-14 14:00:00,0.1832,0.0,0.0,0.087,21,45,9,0,15
2008-08-14 15:00:00,0.1526,0.0,0.027999999,0.04,20,51,7,0,16
2008-08-14 16:00:00,0.22766666,0.0,0.026999999,0.084,20,57,5,0,17
2008-08-14 17:00:00,0.1894,0.0,0.0,0.085,19,64,3,0,18
2008-08-14 18:00:00,0.17086667,0.0,0.027999999,0.04,18,67,5,0,19
2008-08-14 19:00:00,0.20823333,0.0,0.026999999,0.084,16,71,6,0,20
2008-08-14 20:00:00,0.18956667,0.0,0.0,0.091,15,75,7,0,21
